電影ID,電影中文名,英譯,上映日期,片長,發行公司,IMDb分數,導演,演員,電影類型,分級
9056,風櫃來的人,The Boys From Fengkuei,上映日期：2018-11-30,片　　長：01時40分,發行公司：傳影互動,沒有評分,['侯孝賢(Hou Hsiao-Hsien)'],"['鈕承澤(Doze, Niu Chen-Zer)', '張世', '庹宗華', '楊麗音', '陳淑芳', '張純芳']",['劇情'],保護級/P
9059,#滑板少女,Skate Kitchen,上映日期：2018-12-21,片　　長：01時46分,發行公司：鏡象電影,IMDb分數：6.7,['克莉絲朵摩瑟(Crystal Moselle)'],['傑登史密斯(Jaden Smith)'],['劇情'],輔12級/PG12
9060,旅貓日記,The Traveling Cat Chronicles,上映日期：2019-01-04,片　　長：02時00分,發行公司：CatchPlay,IMDb分數：7.5,['三木康一郎(MIKI Koichiro)'],"['福士蒼汰(Sota Fukushi)', '竹內結子(Yuko Takeuchi)', '廣瀨愛麗絲(Hirose Alice)', '大野拓朗', '前野朋哉', '高畑充希(TAKAHATA Mitsuki)']",['劇情'],普遍級/G
9061,WESTWOOD：龐克時尚教母,"Westwood: Punk, Icon, Activist",上映日期：2018-12-14,片　　長：01時24分,發行公司：佳映,IMDb分數：5.8,['羅娜塔克(Lorna Tucker)'],['薇薇安魏斯伍德(Vivienne Westwood)'],['紀錄片'],保護級/P
9063,哥吉拉：噬星者,GODZILLA: The Planet Eater,上映日期：2019-01-11,片　　長：01時31分,發行公司：車庫,IMDb分數：4.9,"['靜野孔文', '瀨下寛之']","['宮野真守(Mamoru Miyano)', '櫻井孝宏(Sakurai Takahiro)', '花澤香菜(Kana Hanazawa)', '梶裕貴(Yuki Kaji)', '杉田智和', '諏訪部順一']",['動畫'],保護級/P
9069,夜半鬼哭聲,The Wrath,上映日期：2018-12-07,片　　長：01時35分,發行公司：車庫,IMDb分數：5.0,['劉永宣'],"['徐令姬', '朴旻智', '孫娜恩', '李泰利']","['恐怖', '懸疑/驚悚']",輔15級/PG15
9071,野放動物,Sauvage,上映日期：2018-12-14,片　　長：01時40分,發行公司：海鵬,IMDb分數：7.2,['卡米爾維達那克(Camille Vidal-Naquet)'],['費力克斯馬利托(Félix Maritaud)'],['劇情'],限制級/R
9074,夏,Leto,上映日期：2019-01-18,片　　長：02時06分,發行公司：鏡象電影,IMDb分數：7.5,['基里爾賽勒布倫尼科夫(Kirill Serebrennikov)'],"['劉太旿(Teo Yoo)', '艾琳娜史塔薛包姆(Irina Starshenbaum)', '羅曼比雷克(Roman Bilyk)']","['音樂/歌舞', '劇情']",輔15級/PG15
9078,舊愛來找碴,The Trouble with You,上映日期：2018-12-21,片　　長：01時49分,發行公司：天馬行空,IMDb分數：6.9,['皮耶沙爾瓦多利(Pierre Salvadori)'],"['阿黛兒艾奈爾(Adèle Haenel)', '皮歐馬麥(Pio Marmai)', '奧黛麗朵杜(Audrey Tautou)']",['劇情'],輔12級/PG12
9079,尖峰人生暫停一下,A man in a hurry,上映日期：2018-12-21,片　　長：01時41分,發行公司：安可電影,IMDb分數：6.6,['艾爾維米姆蘭(Hervé Mimran)'],"['法布萊斯魯奇尼(Fabrice Luchini)', '蕾拉班克堤(Leila Bekhti)']",['劇情'],普遍級/G
9082,怪咖突擊隊,Anyone But Them,上映日期：2018-12-07,片　　長：01時37分,發行公司：可樂電影,IMDb分數：3.0,['亞歷山大波克夫(Aleksandr Boykov)'],"['賽吉貝洛戈洛斯特夫(Sergey Belogolovtsev)', '亞歷希迪米崔(Aleksey Dmitriev)', '賽吉杜布洛夫(Sergey Dubrov)', '尤莉亞克琳娜(Yuliya Khlynina)', '達莉亞克拉姆索瓦(Darya Khramtsova)']","['冒險', '科幻']",輔12級/PG12
9084,樂高玩電影2,The Lego Movie 2: The Second Part,上映日期：2019-02-14,片　　長：01時47分,發行公司：華納兄弟,IMDb分數：7.0,['麥克米契(Mike Mitchell)'],"['瑪格羅比(Margot Robbie)', '愛莉森布里(Alison Brie)', '克里斯普瑞特(Chris Pratt)', '喬納希爾(Jonah Hill)', '伊莉莎白班克斯(Elizabeth Banks)', '查寧塔圖(Channing Tatum)', '尼克奧佛曼(Nick Offerman)', '蒂芬妮哈戴許(Tiffany Haddish)']","['動畫', '冒險']",普遍級/G
9089,新橋戀人,The Lovers on the Bridge,上映日期：2018-12-28,片　　長：02時05分,發行公司：東昊,沒有評分,['李歐卡霍(Leos Carax)'],['茱麗葉畢諾許(Juliette Binoche)'],"['愛情', '劇情']",未分類
9092,不管媽媽多麼討厭我,No Matter How Much My Mom Hates Me,上映日期：2019-03-15,片　　長：01時45分,發行公司：天馬行空,沒有評分,['御法川修(Osamu Minorikawa)'],"['太賀(Taiga)', '吉田羊(Yoh Yoshida)']",['劇情'],保護級/P
9095,機動戰士鋼彈NT,Mobile Suit Gundam NT,上映日期：2019-01-11,片　　長：01時30分,發行公司：普威爾國際公司,沒有評分,['吉澤俊一'],"['松浦愛弓', '榎木淳彌', '村中知']",['動畫'],普遍級/G
9099,「紀念梅艷芳：何日君再來」專題,,上映日期：2018-12-15,片　　長：未提供,發行公司：高雄市電影館,沒有評分,[''],['梅艷芳'],['影展'],未分類
9105,玩命貼圖,Karma,上映日期：2019-01-11,片　　長：01時29分,發行公司：星泰,沒有評分,['鍾維恆'],"['陳曉東', '任容萱', '周孝安', '于樂誠', '乙樂', '曾子余', '成語蕎', '徐謀俊', '馬力歐', '卞慶華', '曹天愷']","['恐怖', '懸疑/驚悚']",輔12級/PG12
9109,借來的100天,Homestay,上映日期：2019-01-11,片　　長：02時17分,發行公司：CatchPlay,IMDb分數：7.7,['柏德潘王般(Parkpoom Wongpoom)'],"['提拉東蘇帕龐皮尤(Teeradon Supapunpinyo)', '雀普蘭阿里卡(Cherprang Areekul)', '諾帕柴加亞納馬(Nopachai Chaiyanam)']","['科幻', '懸疑/驚悚']",保護級/P
9112,電影配樂傳奇：法蘭西靈魂,,上映日期：2018-11-17,片　　長：未提供,發行公司：高雄市電影館,沒有評分,[''],[''],['影展'],未分類
9116,獅子王,The Lion King,上映日期：2019-07-17,片　　長：01時58分,發行公司：迪士尼,IMDb分數：7.1,['強法洛(Jon Favreau)'],"['塞斯羅根(Seth Rogen)', '奇維托艾吉佛(Chiwetel Ejiofor)', '碧昂絲諾莉絲(Beyonce Knowles)']","['冒險', '奇幻']",普遍級/G
9119,小飛象,Dumbo,上映日期：2019-03-29,片　　長：未提供,發行公司：迪士尼,IMDb分數：6.6,['提姆波頓(Tim Burton)'],"['柯林法洛(Colin Farrell)', '伊娃葛林(Eva Green)', '米高基頓(Michael Keaton)', '丹尼狄維托(Danny DeVito)', '亞倫阿金 (Alan Arkin)']","['冒險', '奇幻']",未分類
9123,高潮,Climax,上映日期：2018-12-21,片　　長：01時37分,發行公司：捷傑電影,IMDb分數：7.7,['加斯帕諾埃(Gaspar Noé)'],['蘇菲亞波提拉(Sofia Boutella)'],['劇情'],限制級/R
9127,寒單,Han Dan,上映日期：2019-01-23,片　　長：02時05分,發行公司：威視,沒有評分,['黃朝亮'],"['胡宇威(George Hu)', '鄭人碩(Cheng Jen-Shuo)', '黃瀞怡(小薫)', '楊貴媚(Yang Kuei-mei)', '高捷(Jack Kao)', '陸弈靜(Lu Yi-ching)', '陳博正', '嚴藝文', '林予晞']","['動作', '劇情']",輔12級/PG12
9131,全面開戰,En guerre,上映日期：2018-12-07,片　　長：01時55分,發行公司：佳映,IMDb分數：7.0,['史蒂芬布塞(Stephane Brize)'],"['文森林頓(Vincent Lindon)', '梅蘭妮羅爾(Mélanie Rover)']",['劇情'],輔15級/PG15
9132,日本爆裂。獨立時代- PIA影展映畫大賞,A Japan Independent Era – Best Selection of PIA Film Festival,上映日期：2018-12-08,片　　長：未提供,發行公司：高雄市電影館、PFF、Japan foudation、日本交流協會,沒有評分,[''],[''],['影展'],未分類
9134,庫爾斯克號：深海救援,Kursk,上映日期：2019-03-22,片　　長：01時57分,發行公司：海樂,IMDb分數：6.5,['湯瑪斯凡提柏格(Thomas Vinterberg)'],"['柯林佛斯(Colin Firth)', '蕾雅瑟杜(Léa Seydoux)', '馬提亞斯修奈爾(Matthias Schoenaerts)', '麥斯馮西度(Max von Sydow)', '麥克恩奎斯特(Michael Nyqvist)', '奧古斯特迪勒(August Diehl)']",['劇情'],保護級/P
9138,騎機男孩,Bikeman,上映日期：2018-12-28,片　　長：未提供,發行公司：海樂,IMDb分數：6.5,['普吉艾魯奇(Prueksa Amaruji)'],"['帕查拉奇拉錫瓦特(Pachara Chirathivat)', 'Jennifer Kim']",['喜劇'],未分類
9140,幻土,A Land Imagined,上映日期：2018-12-28,片　　長：01時35分,發行公司：聯影／聯贏,IMDb分數：6.7,['楊修華(Yeo Siew Hua)'],"['俞宏榮(Peter Yu)', '劉曉義(Liu Xiao Yi)', '郭月(Luna Kwok)', '陳澤耀(Jack Tan)']",['劇情'],未分類
9141,霸王別姬.,Farewell My Concubine,上映日期：2018-12-14,片　　長：02時52分,發行公司：甲上,沒有評分,['陳凱歌'],"['張國榮(Leslie Cheung)', '鞏俐(Gong Li)', '張豐毅(Fengyi Zhang)', '葛優(Ge You)']",['劇情'],保護級/P
9142,羅馬,Roma,上映日期：2018-12-14,片　　長：未提供,發行公司：NETFLIX,IMDb分數：8.1,['艾方索柯朗(Alfonso Cuaron)'],['亞莉札阿帕里希歐(Yalitza Aparicio)'],['劇情'],未分類
9147,為了與你相聚,A Dog Ways Home,上映日期：2019-01-11,片　　長：01時37分,發行公司：台北双喜電影,IMDb分數：6.4,['查爾斯馬丁史密斯(Charles Martin Smith)'],"['布萊絲達拉斯霍華(Bryce Dallas Howard)', '喬納霍爾金(Jonah Hauer King)', '艾希莉賈德(Ashley Judd)', '亞利珊卓希普(Alexandra Shipp)', '愛德華詹姆士歐蒙(Edward James Olmos)']","['溫馨/家庭', '劇情']",普遍級/G
9150,幸福綠皮書,Green Book,上映日期：2019-01-25,片　　長：02時10分,發行公司：CatchPlay,IMDb分數：8.3,['彼得法拉利(Peter Farrelly)'],"['維果莫天森(Viggo Mortensen)', '馬赫夏拉阿里(Mahershala Ali)', '琳達卡迪林尼(Linda Cardellini)']",['劇情'],保護級/P
9154,搖滾男孩狂想曲,A Moon Of My Own,上映日期：2019-01-18,片　　長：02時00分,發行公司：本萃電影,IMDb分數：7.2,['漢斯霍姆(Hannes Holm)'],"['亞當帕森(Adam Pålsson)', '漢娜阿爾斯特倫(Hanna Alström)']","['音樂/歌舞', '劇情']",輔12級/PG12
9156,貓影特工,Tai Chi Cats,上映日期：2019-01-18,片　　長：01時26分,發行公司：春暉,沒有評分,['張永昌'],"['炎亞綸', '楊小黎', '劉鵬傑', '賀宇傑']","['動畫', '勵志', '動作', '冒險']",普遍級/G
9158,美聲俘虜,Bel Canto,上映日期：2018-12-28,片　　長：01時42分,發行公司：牽猴子整合行銷股份有限公司,IMDb分數：5.2,['保羅懷茲 (Paul Weitz)'],"['茱莉安摩爾(Julianne Moore)', '渡邊謙(Ken Watanabe)']","['愛情', '音樂/歌舞', '劇情']",未分類
9164,全能元神宮改造王,Your Spiritual Temple Sucks,上映日期：2018-11-30,片　　長：00時10分,發行公司：,IMDb分數：7.7,['徐漢強'],"['孫可芳', '張翰', '劉冠廷', '曾威豪']",['喜劇'],普遍級/G
9170,媽咪，床底有怪物！,Sergeant James,上映日期：2018-11-30,片　　長：未提供,發行公司：,IMDb分數：7.1,['亞歷山大培瑞茲(Alexandre PEREZ)'],[''],['科幻'],普遍級/G
9174,真實山寨村,The Real Thing,上映日期：2018-11-30,片　　長：00時16分,發行公司：,沒有評分,['班諾費利奇(Benoit FELICI)'],[''],['紀錄片'],普遍級/G
9180,東豆川血痕,Bloodless,上映日期：2018-11-30,片　　長：00時12分,發行公司：,沒有評分,['吉娜金(Gina KIM)'],[''],['紀錄片'],普遍級/G
9184,紅衣小女孩：魔神仔,The Tag Along VR,上映日期：2018-11-30,片　　長：00時08分,發行公司：,沒有評分,['鄭卜元(Pu-Yuan CHENG)'],"['詹宛儒', '吳念軒']","['恐怖', '懸疑/驚悚']",保護級/P
9190,小王子VR,The Little Prince VR,上映日期：2018-11-30,片　　長：00時15分,發行公司：,沒有評分,['朱利安巴瑞斯(Julien BARES)'],[''],['冒險'],普遍級/G
9194,聽見光明,Notes on Blindness:In to Darkness,上映日期：2018-11-30,片　　長：00時20分,發行公司：,沒有評分,"['阿諾科林納', '艾莫瑞拉布爾特', '彼得米德頓', '詹姆士史派尼']",[''],['紀錄片'],普遍級/G
9196,末班車,The Last Train,上映日期：2018-11-30,片　　長：00時05分,發行公司：,沒有評分,['邱立偉(Li-Wei CHIU)'],[''],['動畫'],普遍級/G
9198,與海豚共舞,Dolphin Man,上映日期：2018-11-30,片　　長：00時10分,發行公司：,沒有評分,['班諾利希特(Benoît Lichté)'],[''],['紀錄片'],未分類
9204,愛上卡夫卡,Looking For Kafka,上映日期：2019-01-04,片　　長：01時32分,發行公司：前景娛樂有限公司,沒有評分,['陳玉慧'],"['林哲熹', '茱莉亞羅伊(Julia Roy)', '簡嫚書', '大慶']",['愛情'],保護級/P
9206,惡鄰布局,Ordinary People,上映日期：2018-12-28,片　　長：01時40分,發行公司：車庫娛樂,沒有評分,['任振順'],"['馬東石(Ma Dong-Seok)', '金賽綸(KIM Sae-Ron)', '陳善奎']","['犯罪', '懸疑/驚悚']",輔15級/PG15
9209,劇場版動畫 借來的100天,Colorful,上映日期：2019-01-04,片　　長：02時07分,發行公司：車庫,IMDb分數：7.5,['原惠一'],"['富澤風斗', '宮崎葵(Aoi Miyazaki)', '中尾明慶']","['動畫', '奇幻', '劇情']",保護級/P
9212,大三元,Big Three Dragons,上映日期：2019-02-01,片　　長：01時51分,發行公司：二十世紀福斯影片公司,沒有評分,['陳怡妤'],"['張軒睿', '陳嘉樺(Ella)', '黃仲崑', '方季惟', '溫翠蘋', '海裕芬', '巴鈺', '嚴正嵐', '王琄', '陶傳正', '王彩樺', '李沛旭', '羅時豐', '曾莞婷', '吳承洋', '許富凱', '言野', '那那大師', '阿翰', '皮皮']","['劇情', '喜劇']",普遍級/G
9215,野梨樹,The Wild Pear Tree,上映日期：2018-12-28,片　　長：未提供,發行公司：海鵬,IMDb分數：8.3,['努瑞貝其錫蘭(Nuri Bilge Ceylan)'],"['道格德米科(Dogu Demirkol)', '穆拉特傑姆西爾(Murat Cemcir)']",['劇情'],未分類
9221,初戀手作中,Old Boys,上映日期：2019-01-04,片　　長：未提供,發行公司：安可電影股份有限公司,IMDb分數：7.2,['托比麥當諾(Toby MacDonald)'],"['亞歷克斯勞瑟(Alex Lawther)', '寶琳耶媞(Pauline Etienne)', '喬納霍爾金(Jonah Hauer King)']","['愛情', '劇情']",普遍級/G
9227,安娜與世界末日,Anna and the   Apocalypse,上映日期：2018-12-21,片　　長：01時37分,發行公司：暗光鳥,IMDb分數：6.4,['約翰麥克菲爾(John McPhail)'],"['艾拉杭特(Ella Hunt)', '麥爾坎康明(Malcolm Cumming)', '莎拉史威爾(Sarah Swire)']","['音樂/歌舞', '恐怖', '喜劇']",輔12級/PG12
9228,影,Shadow,上映日期：2018-12-20,片　　長：01時56分,發行公司：傳影互動,IMDb分數：7.1,['張藝謀(Zhang Yimou)'],"['孫儷', '鄧超', '胡軍(Hu Jun)', '王景春', '王千源', '鄭愷', '關曉彤', '吳磊']","['動作', '劇情']",輔12級/PG12
9231,天才樂手行不行,In Your Hands,上映日期：2019-01-11,片　　長：01時45分,發行公司：原創娛樂,IMDb分數：6.1,['Ludovic Bernard'],"['克莉絲汀史考特湯瑪斯(Kristin Scott Thomas)', '藍柏威爾森(Lambert Wilson)', '朱爾斯班切崔特(Jules Benchetrit)']","['愛情', '音樂/歌舞', '勵志', '喜劇']",保護級/P
9236,大象席地而坐,An Elephant Sitting Still,上映日期：2019-01-11,片　　長：03時54分,發行公司：繁盛映畫 / SNAPPP,IMDb分數：7.9,['胡波'],"['彭昱暢', '王玉雯', '章宇', '李叢喜']",['劇情'],未分類
9239,惡魔突襲隊,All The Devil’s Men,上映日期：2019-01-04,片　　長：01時40分,發行公司：可樂電影,IMDb分數：5.1,['馬修霍普(Matthew Hope)'],"['米洛吉勃遜(Milo Gibson)', '希薇亞荷克絲(Sylvia Hoeks)', '艾略特考萬(Elliot Cowan)', '威廉費奇納(William Fichtner)', '吉班加阿金納格貝(Gbenga Akinnagbe)', '約瑟米爾臣(Joseph Millson)']",['動作'],輔12級/PG12
9245,哥吉拉II怪獸之王,Godzilla: King of the Monsters,上映日期：2019-05-29,片　　長：02時12分,發行公司：華納兄弟,IMDb分數：6.6,['麥可道格堤'],"['薇拉法蜜嘉(Vera Farmiga)', '渡邊謙(Ken Watanabe)', '莎莉霍金斯(Sally Hawkins)', '凱爾錢德勒(Kyle Chandler)', '查爾斯丹斯(Charles Dance)', '章子怡(Zhang Zi-Yi)', ""小歐席亞傑克森(O'Shea Jackson Jr.)""]","['冒險', '奇幻', '懸疑/驚悚']",保護級/P
9246,音速小子,Sonic the Hedgehog,上映日期：2020-02-21,片　　長：01時39分,發行公司：派拉蒙影業,IMDb分數：6.7,['傑夫富勒(Jeff Fowler)'],"['金凱瑞(Jim Carrey)', '詹姆斯馬斯登(James Marsden)', '班許瓦茲(Ben Schwartz)']","['動畫', '動作', '冒險']",普遍級/G
9248,邊境奇譚,Border,上映日期：2019-01-04,片　　長：01時50分,發行公司：傳影互動,IMDb分數：7.2,['阿里阿巴斯(Ali Abbasi)'],"['伊娃梅蘭德(Eva Melander)', '艾羅米倫諾夫(Eero Milonoff)']",['劇情'],輔12級/PG12
9251,鎖命危機,Door Lock,上映日期：2019-01-18,片　　長：01時43分,發行公司：采昌國際多媒體,IMDb分數：6.0,['李權(LEE Kwon)'],"['孔曉振(GONG Hyo-Jin)', '金叡園', '金盛吳', '趙福萊', '李家燮']","['劇情', '犯罪', '懸疑/驚悚']",輔15級/PG15
9255,我的傲嬌男友,"You, I Love",上映日期：2019-02-14,片　　長：01時40分,發行公司：采昌國際多媒體,沒有評分,['佐藤祐市(Sato Yuichi)'],"['平野紫耀(Hirano Sho)', '櫻井日奈子(Sakurai Hinako)']","['愛情', '喜劇']",普遍級/G
9256,吉娃娃羅曼死,Chiwawa,上映日期：2019-02-27,片　　長：01時45分,發行公司：采昌國際多媒體,IMDb分數：7.4,['二宮健(Ken Ninomiya)'],"['門脇麦(Kadowaki Mugi)', '成田凌', '寛一郎', '村上虹郎(MURAKAMI Nijiro)', '玉城蒂娜(Tina Tamashiro)', '吉田志織(Yoshida Shiori)', '淺野忠信(Tadanobu Asano)']",['劇情'],輔15級/PG15
9259,喜劇天團：勞萊與哈台,Stan & Ollie,上映日期：2019-03-22,片　　長：01時38分,發行公司：采昌國際多媒體,IMDb分數：7.3,['喬恩拜爾德(Jon S. Baird)'],"['約翰萊利(John C. Reilly)', '史蒂夫庫根(Steve Coogan)', '雪莉韓德森(Shirley Henderson)', '妮娜阿里安達(Nina Arianda)', '丹尼休斯頓(Danny Huston)', '史蒂芬妮海厄姆(Stephanie Hyam)']","['歷史/傳記', '劇情', '喜劇']",普遍級/G
9262,來自深淵 劇場版總集篇 前編：啟程的黎明,Made in Abyss the Movies: Journey's Dawn,上映日期：2019-02-22,片　　長：01時59分,發行公司：普威爾國際公司,IMDb分數：8.5,['小島正幸'],"['坂本真綾(Maaya Sakamoto)', '富田美憂', '伊瀨茉莉也', '井澤詩織', '大原沙耶香', '豐崎愛生']","['動畫', '冒險']",普遍級/G
9268,來自深淵 劇場版總集篇 後編：流浪之黄昏,Made in Abyss the Movies: Wandering Twilight,上映日期：2019-03-08,片　　長：01時46分,發行公司：普威爾國際公司,沒有評分,['小島正幸'],"['富田美憂', '伊瀨茉莉也', '井澤詩織', '大原沙耶香', '豐崎愛生', '坂本真綾(Maaya Sakamoto)']","['動畫', '冒險']",普遍級/G
9269,愛．欺,The Wife,上映日期：2019-02-14,片　　長：01時41分,發行公司：威視,IMDb分數：7.2,['比悠恩朗吉(Björn Runge)'],"['葛倫克蘿絲(Glenn Close)', '強納森普萊斯(Jonathan Pryce)', '麥斯艾朗(Max Irons)', '安妮史塔克(Annie Starke)']","['愛情', '劇情']",保護級/P
9270,天使怎麼了,The Angel,上映日期：2019-01-18,片　　長：01時55分,發行公司：東昊,IMDb分數：7.2,['路易斯奧特加(Luis Ortega)'],"['羅倫佐費洛(Lorenzo Ferro)', '奇諾達倫(Chino Darin)', '梅賽德斯莫蘭(Mercedes Morán)']",['劇情'],限制級/R
9274,近敵,Close Enemies,上映日期：2019-01-04,片　　長：01時52分,發行公司：亮點國際影業,IMDb分數：6.3,['大衛歐弗芬(David Oelhoffen)'],"['馬提亞斯修奈爾(Matthias Schoenaerts)', '赫達卡特伯(Reda Kateb)']","['動作', '犯罪', '懸疑/驚悚']",輔12級/PG12
9278,古書堂事件手帖,The Antique：Secret of the Old Books,上映日期：2018-12-21,片　　長：02時01分,發行公司：龍祥,IMDb分數：5.7,['三島有紀子(Yukiko Mishima)'],"['黑木華(Haru Kuroki)', '野村周平', '成田凌', '夏帆(Kaho)', '東出昌大']","['劇情', '懸疑/驚悚']",普遍級/G
9280,幼女戰記劇場版,Saga of Tanya the Evil the Movie,上映日期：2019-03-22,片　　長：01時39分,發行公司：普威爾國際公司,IMDb分數：7.7,['上村泰'],"['悠木碧', '早見沙織', '三木真一郎', '大塚芳忠', '飛田展男', '戸松遥']","['動畫', '奇幻']",保護級/P
9284,給19歲的我自己,To My 19 Year Old,上映日期：2019-01-18,片　　長：01時39分,發行公司：原創娛樂,IMDb分數：7.3,['黃朝亮'],"['林柏宏', '石安妮']","['愛情', '奇幻', '劇情']",普遍級/G
9290,逃出絕命屋,KOBOLD,上映日期：2018-12-19,片　　長：00時40分,發行公司：,沒有評分,[''],[''],"['恐怖', '懸疑/驚悚']",未分類
9294,賭命運轉手,The Mule,上映日期：2019-01-11,片　　長：未提供,發行公司：華納兄弟,IMDb分數：7.2,['克林伊斯威特(Clint Eastwood)'],"['布萊德利庫柏(Bradley Cooper)', '泰莎法蜜嘉(Taissa Farmiga)', '麥可潘納(Michael Peña)', '安迪賈西亞(Andy Garcia)', '勞倫斯費雪朋(Laurence Fishburne)', '黛安薇絲特(Dianne Wiest)', '克林伊斯威特(Clint Eastwood)']",['劇情'],未分類
9300,李屍朝鮮,Kingdom,上映日期：2019-01-25,片　　長：未提供,發行公司：Netflix,沒有評分,['金成勳(KIM SEONG-HUN)'],"['朱智勛(JU Ji-hoon)', '柳承龍(Seung-yong Ryoo)', '裴斗娜(Doona Bae)']","['恐怖', '懸疑/驚悚']",未分類
9302,沙贊！,Shazam!,上映日期：2019-04-03,片　　長：02時13分,發行公司：華納兄弟,沒有評分,['大衛桑德柏格(David F. Sandberg)'],"['柴克萊威 (Zachary Levi)', '馬克史壯(Mark Strong)', '吉蒙翰蘇(Djimon Hounsou)', '亞當布洛迪(Adam Brody)']","['動作', '科幻']",保護級/P
9305,山那邊的青稞田,Barley Fields on the Other Side of the Mountain,上映日期：2019-01-18,片　　長：01時28分,發行公司：佳映,IMDb分數：8.1,['王天(Tian Tsering)'],"['次仁確吉(Tsering Choekyi)', '白瑪裘吉(Pema Chokey)', '桑丹頓珠(Samten Dhondup)', '嘉央曲珍(Jamyang Choezom)']",['劇情'],普遍級/G
9308,MIB星際戰警：跨國行動,Men in Black: International,上映日期：2019-06-12,片　　長：01時55分,發行公司：索尼影業,IMDb分數：5.7,['蓋瑞格雷(F. Gary Gray)'],"['連恩尼遜(Liam Neeson)', '克里斯漢斯沃(Chris Hemsworth)', '泰莎湯普森(Tessa Thompson)', '蕾貝卡弗格森(Rebecca Ferguson)', '艾瑪湯普遜(Emma Thompson)', '瑞夫史波(Rafe Spall)', '庫梅爾南賈尼(Kumail Nanjiani)']","['動作', '科幻', '喜劇']",普遍級/G
9312,瘋狂電視台瘋電影,"It's a Mad, Mad, Mad, Mad Show",上映日期：2019-02-01,片　　長：01時43分,發行公司：華納兄弟,沒有評分,['謝念祖'],"['林明禎', '歐漢聲', '劉冠廷', '卓文萱', '納豆(Lin Yu-Chih)', '顏正國', '梁修身', '郭子乾', '陳漢典', '張嘉雲', '鍾欣凌', '鄧安寧', '朱德剛']",['喜劇'],普遍級/G
9317,《名偵探柯南：零的執行人》4DX版,Detective Conan: Zero the Enforcer - 4DX/MX4D format,上映日期：2019-01-11,片　　長：01時51分,發行公司：普威爾國際公司,IMDb分數：6.1,['立川讓'],"['高山南', '山口勝平', '山崎和佳奈', '小山力也', '古谷徹', '林原惠', '緒方賢一', '岩居由希子', '大谷育江', '高木涉', '松井菜櫻子', '飛田展男']",['動畫'],未分類
9322,名偵探皮卡丘,Pokémon Detective Pikachu,上映日期：2019-05-09,片　　長：01時44分,發行公司：華納兄弟,IMDb分數：6.9,['羅勃賴特曼(Rob Letterman)'],"['萊恩雷諾斯(Ryan Reynolds)', '比爾奈伊(Bill Nighy)', '蘇琪沃特豪斯(Suki Waterhouse)', '凱瑟琳紐頓(Kathryn Newton)', '渡邊謙(Ken Watanabe)', '賈斯提斯史密斯(Justice Smith)', '瑞塔歐拉(Rita Ora)']","['動畫', '冒險']",普遍級/G
9323,哭泣的女人,The Curse of La Llorona,上映日期：2019-04-17,片　　長：01時34分,發行公司：華納兄弟,IMDb分數：5.7,['麥可查維斯(Michael Chaves)'],"['琳達卡迪林尼(Linda Cardellini)', '史恩派屈克湯瑪斯(Sean Patrick Thomas)', '雷蒙克魯斯(Raymond Cruz)']","['恐怖', '懸疑/驚悚']",輔15級/PG15
9324,7月22日重生,U-July 22,上映日期：2019-01-11,片　　長：01時37分,發行公司：海鵬,IMDb分數：7.5,['艾瑞克波貝(Erik Poppe)'],['安德蕾雅班慈(Andrea Berntzen)'],"['劇情', '懸疑/驚悚']",未分類
9326,飆風特警隊,Hit-and-Run Squad,上映日期：2019-02-01,片　　長：02時14分,發行公司：車庫娛樂,沒有評分,['韓俊熙'],"['曹政奭(Cho Jung-Seok)', '柳俊烈', '孔曉振(GONG Hyo-Jin)', '廉晶雅(YUM Jung-ah)', '全慧珍']","['動作', '犯罪']",輔12級/PG12
9332,無主之作,Never Look Away,上映日期：2019-03-08,片　　長：03時09分,發行公司：車庫娛樂,IMDb分數：7.7,['弗洛里安亨克爾馮杜能斯馬克(Florian Henckel von Donnersmarck)'],"['湯姆希林(Tom Schilling)', '賽巴斯提安寇(Sebastian Koch)', '寶拉比爾(Paula Beer)']","['歷史/傳記', '劇情', '懸疑/驚悚']",輔12級/PG12
9336,三更半夜居然要吃香蕉？,A Banana? At This Time of the Night?,上映日期：2019-04-26,片　　長：未提供,發行公司：天馬行空,IMDb分數：6.4,['前田哲'],"['大泉洋(Yo Oizumi)', '高畑充希(TAKAHATA Mitsuki)', '三浦春馬(Haruma Miura)']",['劇情'],未分類
9340,家族的色彩,Our Departures,上映日期：2019-03-29,片　　長：02時01分,發行公司：天馬行空,IMDb分數：7.4,['吉田康弘(Yasuhiro Yoshida)'],"['有村架純(Kasumi Arimura)', '國村隼(Jun Kunimura)', '青木崇高', '櫻庭奈奈美(Nanami Sakuraba)']",['劇情'],普遍級/G
9345,雞不可失,Extreme Job,上映日期：2019-02-22,片　　長：01時52分,發行公司：CatchPlay,IMDb分數：7.4,['李炳憲'],"['柳承龍(Seung-yong Ryoo)', '李東輝(Lee Dong-Hwi)', '李荷妮', '陳善奎', '孔明(Gong Myung)']","['動作', '喜劇']",保護級/P
9348,逆光天后,Vox Lux,上映日期：2019-03-08,片　　長：01時55分,發行公司：傳影互動,IMDb分數：6.0,['布拉迪科貝特(Brady Corbet)'],"['娜塔莉波曼(Natalie Portman)', '裘德洛(Jude Law)', '拉菲卡西迪(Raffey Cassidy)', '威廉達佛(Willem Dafoe)']",['劇情'],輔15級/PG15
